unidade;setor_saida;ano;mes;paciente_dia;saidas;mp_por_setor_de_saida
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;4;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;5;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;6;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;7;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;8;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;9;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;10;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;11;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E PROJETOS;2019;12;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;1;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;2;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;3;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;4;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;5;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;6;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;7;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;8;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;9;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;10;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;11;0;0;
HEM;ASSESSORIA DE GESTAO ESTRATEGICA E QUALIDADE;2019;12;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;1;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;2;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;3;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;4;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;5;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;6;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;7;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;8;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;9;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;10;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;11;0;0;
HEM;ASSESSORIA DE GESTÃO ESTRATÉGICA E QUALIDADE;2019;12;0;0;
HEM;ASSESSORIA DIRASS;2019;1;0;0;
HEM;ASSESSORIA DIRASS;2019;2;0;0;
HEM;ASSESSORIA DIRASS;2019;3;0;0;
HEM;ASSESSORIA DIRASS;2019;4;0;0;
HEM;ASSESSORIA DIRASS;2019;5;0;0;
HEM;ASSESSORIA DIRASS;2019;6;0;0;
HEM;ASSESSORIA DIRASS;2019;7;0;0;
HEM;ASSESSORIA DIRASS;2019;8;0;0;
HEM;ASSESSORIA DIRASS;2019;9;0;0;
HEM;ASSESSORIA DIRASS;2019;10;0;0;
HEM;ASSESSORIA DIRASS;2019;11;0;0;
HEM;ASSESSORIA DIRASS;2019;12;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;1;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;2;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;3;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;4;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;5;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;6;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;7;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;8;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;9;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;10;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;11;0;0;
HEM;ASSESSORIA ESPECIAL DE PARCERIAS;2019;12;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;1;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;2;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;3;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;4;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;5;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;6;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;7;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;8;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;9;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;10;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;11;0;0;
HEM;ASSESSORIA ESTRATEGICA;2019;12;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;1;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;2;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;3;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;4;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;5;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;6;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;7;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;8;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;9;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;10;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;11;0;0;
HEM;ASSISTENCIA FARMACEUTICA;2019;12;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;1;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;2;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;3;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;4;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;5;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;6;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;7;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;8;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;9;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;10;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;11;0;0;
HEM;ASSISTÊNCIA HEMOTERAPICA;2019;12;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;1;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;2;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;3;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;4;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;5;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;6;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;7;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;8;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;9;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;10;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;11;0;0;
HEM;ATAS DE REGISTROS DE PRECOS;2019;12;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;1;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;2;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;3;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;4;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;5;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;6;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;7;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;8;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;9;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;10;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;11;0;0;
HEM;ATENDIMENTO DOMICILIAR;2019;12;0;0;
HEM;BANCO DE LEITE;2019;1;0;0;
HEM;BANCO DE LEITE;2019;2;0;0;
HEM;BANCO DE LEITE;2019;3;0;0;
HEM;BANCO DE LEITE;2019;4;0;0;
HEM;BANCO DE LEITE;2019;5;0;0;
HEM;BANCO DE LEITE;2019;6;0;0;
HEM;BANCO DE LEITE;2019;7;0;0;
HEM;BANCO DE LEITE;2019;8;0;0;
HEM;BANCO DE LEITE;2019;9;0;0;
HEM;BANCO DE LEITE;2019;10;0;0;
HEM;BANCO DE LEITE;2019;11;0;0;
HEM;BANCO DE LEITE;2019;12;0;0;
HEM;BANCO DE LEITE HUMANO;2019;1;0;0;
HEM;BANCO DE LEITE HUMANO;2019;2;0;0;
HEM;BANCO DE LEITE HUMANO;2019;3;0;0;
HEM;BANCO DE LEITE HUMANO;2019;4;0;0;
HEM;BANCO DE LEITE HUMANO;2019;5;0;0;
HEM;BANCO DE LEITE HUMANO;2019;6;0;0;
HEM;BANCO DE LEITE HUMANO;2019;7;0;0;
HEM;BANCO DE LEITE HUMANO;2019;8;0;0;
HEM;BANCO DE LEITE HUMANO;2019;9;0;0;
HEM;BANCO DE LEITE HUMANO;2019;10;0;0;
HEM;BANCO DE LEITE HUMANO;2019;11;0;0;
HEM;BANCO DE LEITE HUMANO;2019;12;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;1;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;2;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;3;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;4;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;5;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;6;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;7;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;8;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;9;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;10;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;11;0;0;
HEM;BANCO DE TECIDOS OCULARES;2019;12;0;0;
HEM;BANCO TECIDOS OCULARES;2019;1;0;0;
HEM;BANCO TECIDOS OCULARES;2019;2;0;0;
HEM;BANCO TECIDOS OCULARES;2019;3;0;0;
HEM;BANCO TECIDOS OCULARES;2019;4;0;0;
HEM;BANCO TECIDOS OCULARES;2019;5;0;0;
HEM;BANCO TECIDOS OCULARES;2019;6;0;0;
HEM;BANCO TECIDOS OCULARES;2019;7;0;0;
HEM;BANCO TECIDOS OCULARES;2019;8;0;0;
HEM;BANCO TECIDOS OCULARES;2019;9;0;0;
HEM;BANCO TECIDOS OCULARES;2019;10;0;0;
HEM;BANCO TECIDOS OCULARES;2019;11;0;0;
HEM;BANCO TECIDOS OCULARES;2019;12;0;0;
HEM;BIBLIOTECA;2019;1;0;0;
HEM;BIBLIOTECA;2019;2;0;0;
HEM;BIBLIOTECA;2019;3;0;0;
HEM;BIBLIOTECA;2019;4;0;0;
HEM;BIBLIOTECA;2019;5;0;0;
HEM;BIBLIOTECA;2019;6;0;0;
HEM;BIBLIOTECA;2019;7;0;0;
HEM;BIBLIOTECA;2019;8;0;0;
HEM;BIBLIOTECA;2019;9;0;0;
HEM;BIBLIOTECA;2019;10;0;0;
HEM;BIBLIOTECA;2019;11;0;0;
HEM;BIBLIOTECA;2019;12;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;1;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;2;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;3;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;4;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;5;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;6;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;7;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;8;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;9;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;10;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;11;0;0;
HEM;BIBLIOTECA E CENTRO DE MEMÓRIA;2019;12;0;0;
HEM;BLOCO CIRURGICO;2019;1;0;0;
HEM;BLOCO CIRURGICO;2019;2;0;0;
HEM;BLOCO CIRURGICO;2019;3;0;0;
HEM;BLOCO CIRURGICO;2019;4;0;0;
HEM;BLOCO CIRURGICO;2019;5;0;0;
HEM;BLOCO CIRURGICO;2019;6;0;0;
HEM;BLOCO CIRURGICO;2019;7;0;0;
HEM;BLOCO CIRURGICO;2019;8;0;0;
HEM;BLOCO CIRURGICO;2019;9;0;0;
HEM;BLOCO CIRURGICO;2019;10;0;0;
HEM;BLOCO CIRURGICO;2019;11;0;0;
HEM;BLOCO CIRURGICO;2019;12;0;0;
HEM;BLOCO CIRÚRGICO;2019;1;0;0;
HEM;BLOCO CIRÚRGICO;2019;2;0;0;
HEM;BLOCO CIRÚRGICO;2019;3;0;0;
HEM;BLOCO CIRÚRGICO;2019;4;0;0;
HEM;BLOCO CIRÚRGICO;2019;5;0;0;
HEM;BLOCO CIRÚRGICO;2019;6;0;0;
HEM;BLOCO CIRÚRGICO;2019;7;0;0;
HEM;BLOCO CIRÚRGICO;2019;8;0;0;
HEM;BLOCO CIRÚRGICO;2019;9;0;0;
HEM;BLOCO CIRÚRGICO;2019;10;0;0;
HEM;BLOCO CIRÚRGICO;2019;11;0;0;
HEM;BLOCO CIRÚRGICO;2019;12;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;1;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;2;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;3;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;4;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;5;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;6;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;7;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;8;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;9;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;10;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;11;0;0;
HEM;BLOCO CIRÚRGICO - CAPTAÇÃO DE ÓRGÃOS;2019;12;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;1;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;2;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;3;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;4;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;5;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;6;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;7;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;8;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;9;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;10;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;11;0;0;
HEM;BLOCO CIRÚRGICO - FILA DE PACIENTES EXTERNOS;2019;12;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;1;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;2;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;3;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;4;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;5;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;6;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;7;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;8;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;9;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;10;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;11;0;0;
HEM;BLOCO CIRÚRGICO - INTERNAÇÃO CIRÚRGICA;2019;12;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;1;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;2;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;3;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;4;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;5;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;6;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;7;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;8;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;9;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;10;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;11;0;0;
HEM;BLOCO CIRÚRGICO - OPME;2019;12;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;1;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;2;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;3;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;4;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;5;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;6;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;7;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;8;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;9;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;10;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;11;0;0;
HEM;BLOCO CIRURGICO - QUEIMADOS;2019;12;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;1;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;2;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;3;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;4;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;5;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;6;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;7;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;8;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;9;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;10;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;11;0;0;
HEM;BLOCO CIRURGICO QUEIMADOS;2019;12;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;1;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;2;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;3;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;4;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;5;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;6;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;7;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;8;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;9;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;10;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;11;0;0;
HEM;BLOCO CIRURGICO/HRB/CHB;2019;12;0;0;
HEM;BLOCO OBSTÉTRICO;2019;1;0;0;
HEM;BLOCO OBSTÉTRICO;2019;2;0;0;
HEM;BLOCO OBSTÉTRICO;2019;3;0;0;
HEM;BLOCO OBSTÉTRICO;2019;4;0;0;
HEM;BLOCO OBSTÉTRICO;2019;5;0;0;
HEM;BLOCO OBSTÉTRICO;2019;6;0;0;
HEM;BLOCO OBSTÉTRICO;2019;7;0;0;
HEM;BLOCO OBSTÉTRICO;2019;8;0;0;
HEM;BLOCO OBSTÉTRICO;2019;9;0;0;
HEM;BLOCO OBSTÉTRICO;2019;10;0;0;
HEM;BLOCO OBSTÉTRICO;2019;11;0;0;
HEM;BLOCO OBSTÉTRICO;2019;12;0;0;
HEM;BOARDING/HRB/CHB;2019;1;0;0;
HEM;BOARDING/HRB/CHB;2019;2;0;0;
HEM;BOARDING/HRB/CHB;2019;3;0;0;
HEM;BOARDING/HRB/CHB;2019;4;0;0;
HEM;BOARDING/HRB/CHB;2019;5;0;0;
HEM;BOARDING/HRB/CHB;2019;6;0;0;
HEM;BOARDING/HRB/CHB;2019;7;0;0;
HEM;BOARDING/HRB/CHB;2019;8;0;0;
HEM;BOARDING/HRB/CHB;2019;9;0;0;
HEM;BOARDING/HRB/CHB;2019;10;0;0;
HEM;BOARDING/HRB/CHB;2019;11;0;0;
HEM;BOARDING/HRB/CHB;2019;12;0;0;
HEM;BRINQUEDOTECA;2019;1;0;0;
HEM;BRINQUEDOTECA;2019;2;0;0;
HEM;BRINQUEDOTECA;2019;3;0;0;
HEM;BRINQUEDOTECA;2019;4;0;0;
HEM;BRINQUEDOTECA;2019;5;0;0;
HEM;BRINQUEDOTECA;2019;6;0;0;
HEM;BRINQUEDOTECA;2019;7;0;0;
HEM;BRINQUEDOTECA;2019;8;0;0;
HEM;BRINQUEDOTECA;2019;9;0;0;
HEM;BRINQUEDOTECA;2019;10;0;0;
HEM;BRINQUEDOTECA;2019;11;0;0;
HEM;BRINQUEDOTECA;2019;12;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;1;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;2;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;3;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;4;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;5;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;6;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;7;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;8;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;9;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;10;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;11;0;0;
HEM;CAC - CENTRO DE ACOLHIMENTO DE CRISE;2019;12;0;0;
HEM;CAC/CHPB/CHB;2019;1;0;0;
HEM;CAC/CHPB/CHB;2019;2;0;0;
HEM;CAC/CHPB/CHB;2019;3;0;0;
HEM;CAC/CHPB/CHB;2019;4;0;0;
HEM;CAC/CHPB/CHB;2019;5;0;0;
HEM;CAC/CHPB/CHB;2019;6;0;0;
HEM;CAC/CHPB/CHB;2019;7;0;0;
HEM;CAC/CHPB/CHB;2019;8;0;0;
HEM;CAC/CHPB/CHB;2019;9;0;0;
HEM;CAC/CHPB/CHB;2019;10;0;0;
HEM;CAC/CHPB/CHB;2019;11;0;0;
HEM;CAC/CHPB/CHB;2019;12;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;1;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;2;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;3;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;4;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;5;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;6;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;7;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;8;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;9;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;10;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;11;0;0;
HEM;CAD - ATENDIMENTO DOMICILIAR;2019;12;0;0;
HEM;CAF MATERIAL MÉDICO;2019;1;0;0;
HEM;CAF MATERIAL MÉDICO;2019;2;0;0;
HEM;CAF MATERIAL MÉDICO;2019;3;0;0;
HEM;CAF MATERIAL MÉDICO;2019;4;0;0;
HEM;CAF MATERIAL MÉDICO;2019;5;0;0;
HEM;CAF MATERIAL MÉDICO;2019;6;0;0;
HEM;CAF MATERIAL MÉDICO;2019;7;0;0;
HEM;CAF MATERIAL MÉDICO;2019;8;0;0;
HEM;CAF MATERIAL MÉDICO;2019;9;0;0;
HEM;CAF MATERIAL MÉDICO;2019;10;0;0;
HEM;CAF MATERIAL MÉDICO;2019;11;0;0;
HEM;CAF MATERIAL MÉDICO;2019;12;0;0;
HEM;CAF MEDICAMENTOS;2019;1;0;0;
HEM;CAF MEDICAMENTOS;2019;2;0;0;
HEM;CAF MEDICAMENTOS;2019;3;0;0;
HEM;CAF MEDICAMENTOS;2019;4;0;0;
HEM;CAF MEDICAMENTOS;2019;5;0;0;
HEM;CAF MEDICAMENTOS;2019;6;0;0;
HEM;CAF MEDICAMENTOS;2019;7;0;0;
HEM;CAF MEDICAMENTOS;2019;8;0;0;
HEM;CAF MEDICAMENTOS;2019;9;0;0;
HEM;CAF MEDICAMENTOS;2019;10;0;0;
HEM;CAF MEDICAMENTOS;2019;11;0;0;
HEM;CAF MEDICAMENTOS;2019;12;0;0;
HEM;CAPELA;2019;1;0;0;
HEM;CAPELA;2019;2;0;0;
HEM;CAPELA;2019;3;0;0;
HEM;CAPELA;2019;4;0;0;
HEM;CAPELA;2019;5;0;0;
HEM;CAPELA;2019;6;0;0;
HEM;CAPELA;2019;7;0;0;
HEM;CAPELA;2019;8;0;0;
HEM;CAPELA;2019;9;0;0;
HEM;CAPELA;2019;10;0;0;
HEM;CAPELA;2019;11;0;0;
HEM;CAPELA;2019;12;0;0;
HEM;CARRINHO ANESTESIA SALA 1;2019;1;0;0;
HEM;CARRINHO ANESTESIA SALA 1;2019;2;0;0;
