unidade;setor_saida;ano;mes;paciente_dia;saidas;mp_por_setor_de_saida
CSSFA;SERVIÇO DE GESTÃO INTEGRADA;2019;9;0;0;
CSSFA;SERVIÇO DE GESTÃO INTEGRADA;2019;10;0;0;
CSSFA;SERVIÇO DE GESTÃO INTEGRADA;2019;11;0;0;
CSSFA;SERVIÇO DE GESTÃO INTEGRADA;2019;12;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;1;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;2;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;3;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;4;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;5;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;6;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;7;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;8;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;9;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;10;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;11;0;0;
CSSFA;SERVIÇO DE INGRESSO E MOVIMENTAÇÃO;2019;12;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;1;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;2;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;3;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;4;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;5;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;6;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;7;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;8;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;9;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;10;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;11;0;0;
CSSFA;SERVIÇO DE NUTRIÇÃO E DIETÉTICA - SND;2019;12;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;1;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;2;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;3;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;4;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;5;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;6;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;7;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;8;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;9;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;10;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;11;0;0;
CSSFA;SERVIÇO DE PATRIMONIO - ADC;2019;12;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;1;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;2;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;3;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;4;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;5;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;6;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;7;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;8;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;9;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;10;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;11;0;0;
CSSFA;SERVIÇO DE SEGURANÇA DO TRABALHO;2019;12;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;1;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;2;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;3;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;4;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;5;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;6;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;7;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;8;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;9;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;10;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;11;0;0;
CSSFA;SERVIÇO DOMICILIAR - DISTROFIA MUSCULAR;2019;12;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;1;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;2;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;3;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;4;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;5;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;6;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;7;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;8;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;9;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;10;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;11;0;0;
CSSFA;SERVICO DOMICILIAR - DOENCAS PEDIATRICAS GERAIS;2019;12;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;1;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;2;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;3;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;4;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;5;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;6;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;7;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;8;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;9;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;10;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;11;0;0;
CSSFA;SERVICO DOMICILIAR - VENTILAR NEUROMUSCULARES;2019;12;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;1;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;2;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;3;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;4;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;5;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;6;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;7;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;8;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;9;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;10;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;11;0;0;
CSSFA;SERVIÇO PERÍCIA MÉDICA SAÚDE E SEGURANÇA DO TRABALHADOR;2019;12;0;0;
CSSFA;SERVICO SOCIAL;2019;1;0;0;
CSSFA;SERVICO SOCIAL;2019;2;0;0;
CSSFA;SERVICO SOCIAL;2019;3;0;0;
CSSFA;SERVICO SOCIAL;2019;4;0;0;
CSSFA;SERVICO SOCIAL;2019;5;0;0;
CSSFA;SERVICO SOCIAL;2019;6;0;0;
CSSFA;SERVICO SOCIAL;2019;7;0;0;
CSSFA;SERVICO SOCIAL;2019;8;0;0;
CSSFA;SERVICO SOCIAL;2019;9;0;0;
CSSFA;SERVICO SOCIAL;2019;10;0;0;
CSSFA;SERVICO SOCIAL;2019;11;0;0;
CSSFA;SERVICO SOCIAL;2019;12;0;0;
CSSFA;SERVIÇO SOCIAL;2019;1;0;0;
CSSFA;SERVIÇO SOCIAL;2019;2;0;0;
CSSFA;SERVIÇO SOCIAL;2019;3;0;0;
CSSFA;SERVIÇO SOCIAL;2019;4;0;0;
CSSFA;SERVIÇO SOCIAL;2019;5;0;0;
CSSFA;SERVIÇO SOCIAL;2019;6;0;0;
CSSFA;SERVIÇO SOCIAL;2019;7;0;0;
CSSFA;SERVIÇO SOCIAL;2019;8;0;0;
CSSFA;SERVIÇO SOCIAL;2019;9;0;0;
CSSFA;SERVIÇO SOCIAL;2019;10;0;0;
CSSFA;SERVIÇO SOCIAL;2019;11;0;0;
CSSFA;SERVIÇO SOCIAL;2019;12;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;1;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;2;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;3;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;4;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;5;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;6;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;7;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;8;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;9;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;10;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;11;0;0;
CSSFA;SERVICO SOCIAL/CHPB/CHB;2019;12;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;1;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;2;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;3;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;4;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;5;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;6;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;7;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;8;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;9;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;10;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;11;0;0;
CSSFA;SERVICO SOCIAL/HRB/CHB;2019;12;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;1;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;2;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;3;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;4;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;5;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;6;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;7;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;8;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;9;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;10;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;11;0;0;
CSSFA;SERVICOS ADMINISTRATIVOS E OPERACIONAIS;2019;12;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;1;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;2;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;3;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;4;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;5;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;6;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;7;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;8;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;9;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;10;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;11;0;0;
CSSFA;SERVICOS DE LOGISTICA ADMINISTRATIVA;2019;12;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;1;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;2;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;3;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;4;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;5;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;6;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;7;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;8;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;9;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;10;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;11;0;0;
CSSFA;SERVIÇOS EXTERNOS;2019;12;0;0;
CSSFA;SETOR DA QUALIDADE;2019;1;0;0;
CSSFA;SETOR DA QUALIDADE;2019;2;0;0;
CSSFA;SETOR DA QUALIDADE;2019;3;0;0;
CSSFA;SETOR DA QUALIDADE;2019;4;0;0;
CSSFA;SETOR DA QUALIDADE;2019;5;0;0;
CSSFA;SETOR DA QUALIDADE;2019;6;0;0;
CSSFA;SETOR DA QUALIDADE;2019;7;0;0;
CSSFA;SETOR DA QUALIDADE;2019;8;0;0;
CSSFA;SETOR DA QUALIDADE;2019;9;0;0;
CSSFA;SETOR DA QUALIDADE;2019;10;0;0;
CSSFA;SETOR DA QUALIDADE;2019;11;0;0;
CSSFA;SETOR DA QUALIDADE;2019;12;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;1;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;2;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;3;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;4;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;5;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;6;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;7;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;8;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;9;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;10;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;11;0;0;
CSSFA;SND - SERVICO DE NUTRICAO E DIETETICA;2019;12;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;1;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;2;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;3;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;4;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;5;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;6;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;7;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;8;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;9;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;10;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;11;0;0;
CSSFA;SND - SERVICO DE NUTRIÇÃO E DIETÉTICA;2019;12;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;1;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;2;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;3;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;4;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;5;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;6;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;7;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;8;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;9;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;10;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;11;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETETICA;2019;12;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;1;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;2;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;3;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;4;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;5;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;6;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;7;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;8;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;9;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;10;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;11;0;0;
CSSFA;SND - SERVIÇO DE NUTRIÇÃO E DIETÉTICA;2019;12;0;0;
CSSFA;SND ALMOXARIFADO;2019;1;0;0;
CSSFA;SND ALMOXARIFADO;2019;2;0;0;
CSSFA;SND ALMOXARIFADO;2019;3;0;0;
CSSFA;SND ALMOXARIFADO;2019;4;0;0;
CSSFA;SND ALMOXARIFADO;2019;5;0;0;
CSSFA;SND ALMOXARIFADO;2019;6;0;0;
CSSFA;SND ALMOXARIFADO;2019;7;0;0;
CSSFA;SND ALMOXARIFADO;2019;8;0;0;
CSSFA;SND ALMOXARIFADO;2019;9;0;0;
CSSFA;SND ALMOXARIFADO;2019;10;0;0;
CSSFA;SND ALMOXARIFADO;2019;11;0;0;
CSSFA;SND ALMOXARIFADO;2019;12;0;0;
CSSFA;SND/CHPB/CHB;2019;1;0;0;
CSSFA;SND/CHPB/CHB;2019;2;0;0;
CSSFA;SND/CHPB/CHB;2019;3;0;0;
CSSFA;SND/CHPB/CHB;2019;4;0;0;
CSSFA;SND/CHPB/CHB;2019;5;0;0;
CSSFA;SND/CHPB/CHB;2019;6;0;0;
CSSFA;SND/CHPB/CHB;2019;7;0;0;
CSSFA;SND/CHPB/CHB;2019;8;0;0;
CSSFA;SND/CHPB/CHB;2019;9;0;0;
CSSFA;SND/CHPB/CHB;2019;10;0;0;
CSSFA;SND/CHPB/CHB;2019;11;0;0;
CSSFA;SND/CHPB/CHB;2019;12;0;0;
CSSFA;SND/HRB/CHB;2019;1;0;0;
CSSFA;SND/HRB/CHB;2019;2;0;0;
CSSFA;SND/HRB/CHB;2019;3;0;0;
CSSFA;SND/HRB/CHB;2019;4;0;0;
CSSFA;SND/HRB/CHB;2019;5;0;0;
CSSFA;SND/HRB/CHB;2019;6;0;0;
CSSFA;SND/HRB/CHB;2019;7;0;0;
CSSFA;SND/HRB/CHB;2019;8;0;0;
CSSFA;SND/HRB/CHB;2019;9;0;0;
CSSFA;SND/HRB/CHB;2019;10;0;0;
CSSFA;SND/HRB/CHB;2019;11;0;0;
CSSFA;SND/HRB/CHB;2019;12;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;1;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;2;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;3;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;4;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;5;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;6;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;7;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;8;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;9;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;10;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;11;0;0;
CSSFA;SPP - SERVIÇO DE PRONTUÁRIO DO PACIENTE;2019;12;0;0;
CSSFA;SRPA - BC;2019;1;0;0;
CSSFA;SRPA - BC;2019;2;0;0;
CSSFA;SRPA - BC;2019;3;0;0;
CSSFA;SRPA - BC;2019;4;0;0;
CSSFA;SRPA - BC;2019;5;0;0;
CSSFA;SRPA - BC;2019;6;0;0;
CSSFA;SRPA - BC;2019;7;0;0;
CSSFA;SRPA - BC;2019;8;0;0;
CSSFA;SRPA - BC;2019;9;0;0;
CSSFA;SRPA - BC;2019;10;0;0;
CSSFA;SRPA - BC;2019;11;0;0;
CSSFA;SRPA - BC;2019;12;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;1;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;2;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;3;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;4;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;5;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;6;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;7;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;8;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;9;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;10;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;11;0;0;
CSSFA;SRPA - BC QUEIMADOS;2019;12;0;0;
CSSFA;SRPA - BC TÉRREO;2019;1;0;0;
CSSFA;SRPA - BC TÉRREO;2019;2;0;0;
CSSFA;SRPA - BC TÉRREO;2019;3;0;0;
CSSFA;SRPA - BC TÉRREO;2019;4;0;0;
CSSFA;SRPA - BC TÉRREO;2019;5;0;0;
CSSFA;SRPA - BC TÉRREO;2019;6;0;0;
CSSFA;SRPA - BC TÉRREO;2019;7;0;0;
CSSFA;SRPA - BC TÉRREO;2019;8;0;0;
CSSFA;SRPA - BC TÉRREO;2019;9;0;0;
CSSFA;SRPA - BC TÉRREO;2019;10;0;0;
CSSFA;SRPA - BC TÉRREO;2019;11;0;0;
CSSFA;SRPA - BC TÉRREO;2019;12;0;0;
CSSFA;SRPA - BO;2019;1;0;0;
CSSFA;SRPA - BO;2019;2;0;0;
CSSFA;SRPA - BO;2019;3;0;0;
CSSFA;SRPA - BO;2019;4;0;0;
CSSFA;SRPA - BO;2019;5;0;0;
CSSFA;SRPA - BO;2019;6;0;0;
CSSFA;SRPA - BO;2019;7;0;0;
CSSFA;SRPA - BO;2019;8;0;0;
CSSFA;SRPA - BO;2019;9;0;0;
CSSFA;SRPA - BO;2019;10;0;0;
CSSFA;SRPA - BO;2019;11;0;0;
CSSFA;SRPA - BO;2019;12;0;0;
CSSFA;SRPA - ENDO;2019;1;0;0;
CSSFA;SRPA - ENDO;2019;2;0;0;
CSSFA;SRPA - ENDO;2019;3;0;0;
CSSFA;SRPA - ENDO;2019;4;0;0;
CSSFA;SRPA - ENDO;2019;5;0;0;
CSSFA;SRPA - ENDO;2019;6;0;0;
CSSFA;SRPA - ENDO;2019;7;0;0;
CSSFA;SRPA - ENDO;2019;8;0;0;
CSSFA;SRPA - ENDO;2019;9;0;0;
CSSFA;SRPA - ENDO;2019;10;0;0;
CSSFA;SRPA - ENDO;2019;11;0;0;
CSSFA;SRPA - ENDO;2019;12;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;1;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;2;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;3;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;4;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;5;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;6;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;7;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;8;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;9;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;10;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;11;0;0;
CSSFA;SRPA - ENDOSCOPIA;2019;12;0;0;
CSSFA;SST - SAÚDE E SEGURANÇA DO TRABALHADOR;2019;1;0;0;
